id;Latex;English 1;English 2;English 3
417;b \equiv 38 \mod{n};;;
418;\delta \equiv 311 \mod{n};;;
419;\delta \equiv 636 \mod{n};;;
420;\delta \equiv 223 \mod{n};;;
421;\eta \equiv 596 \mod{n};;;
422;x \equiv 784 \mod{n};;;
423;\eta \equiv 5520 \mod{n};;;
424;\epsilon \equiv 440 \mod{n};;;
425;\epsilon \equiv 610 \mod{n};;;
426;\delta \equiv 654 \mod{n};;;
427;x \equiv 892 \mod{n};;;
428;x \equiv 806 \mod{n};;;
429;b \equiv 680 \mod{n};;;
430;\delta \equiv 214 \mod{n};;;
431;\delta \equiv 411 \mod{n};;;
432;\eta \equiv 4375 \mod{n};;;
433;\delta \equiv 958 \mod{n};;;
434;\epsilon \equiv 148 \mod{n};;;
435;\alpha \equiv 9136 \mod{n};;;
436; \delta \oplus b = y;;;
437; c \oplus c = \epsilon;;;
438; a \oplus a = x;;;
439; x \oplus \delta = x;;;
440; \eta \oplus \eta = \eta;;;
441; a \oplus c = a;;;
442; c \oplus \zeta = z;;;
443; c \oplus a = c;;;
444; \zeta \oplus \zeta = y;;;
445; \epsilon \oplus \delta = \beta;;;
446; b \oplus c = \eta;;;
447; a \oplus \eta = \epsilon;;;
448; y \oplus x = y;;;
449; z \oplus \alpha = \delta;;;
450; b \oplus \eta = x;;;
451; \eta \oplus \zeta = \zeta;;;
452; \alpha \oplus y = x;;;
453; \epsilon \oplus \alpha = \zeta;;;
454; x \oplus x = c;;;
455; a \oplus \beta = \zeta;;;
456;[C|A] = X;;;
457;D_A \cup Y_B = B_C;;;
458;Y_A \cap X_B = C_D;;;
459;\cos(x) + \sin(\delta);;;
460;\cos(y) + \sin(c);;;
461;\cos(\beta) + \sin(\beta);;;
462;\cos(\delta) + \sin(\alpha);;;
463;\cos(\epsilon) + \sin(\epsilon);;;
464;\cos(\zeta) + \sin(\zeta);;;
465;\cos(y) + \sin(z);;;
466;\cos(y) + \sin(c);;;
467;\cos(y) + \sin(\delta);;;
468;\cos(b) + \sin(a);;;
469;\cos(a) + \sin(a);;;
470;\cos(x) + \sin(x);;;
471;\cos(b) + \sin(x);;;
472;\cos(\delta) + \sin(b);;;
473;\cos(x) + \sin(z);;;
474;\cos(\zeta) + \sin(y);;;
475;\cos(z) + \sin(z);;;
476;\cos(z) + \sin(c);;;
477;\cos(\eta) + \sin(c);;;
478;\cos(\alpha) + \sin(\delta);;;
479; \epsilon \otimes z = \beta;;;
480; \zeta \otimes \zeta = a;;;
481; y \otimes \zeta = \epsilon;;;
482; y \otimes y = c;;;
483; b \otimes a = \zeta;;;
484; y \otimes b = \eta;;;
485; b \otimes \delta = a;;;
486; \zeta \otimes x = a;;;
487; \epsilon \otimes \beta = \gamma;;;
488; b \otimes c = b;;;
489; z \otimes y = \beta;;;
490; y \otimes a = \epsilon;;;
491; z \otimes \zeta = a;;;
492; a \otimes \beta = c;;;
493; y \otimes c = \gamma;;;
494; z \otimes y = b;;;
495; \epsilon \otimes y = y;;;
496; z \otimes x = b;;;
497; c \otimes \beta = y;;;
498; z \otimes c = a;;;
499; \zeta \odot \alpha = x;;;
500; \alpha \odot z = x;;;
501; b \odot y = c;;;
502; y \odot c = \zeta;;;
503; \alpha \odot \zeta = \delta;;;
504; y \odot \epsilon = b;;;
505; y \odot \alpha = \alpha;;;
506; a \odot a = b;;;
507; \zeta \odot b = b;;;
508; a \odot b = \epsilon;;;
509; x \odot \epsilon = \eta;;;
510; c \odot \eta = c;;;
511; \epsilon \odot z = \epsilon;;;
512; \alpha \odot \alpha = \delta;;;
513; b \odot y = \alpha;;;
514; \zeta \odot a = \zeta;;;
515; \eta \odot y = y;;;
516; \delta \odot \delta = \gamma;;;
517; x \odot b = x;;;
518; \eta \odot a = x;;;
519;[\eta_1, \delta_2, \ldots, \eta_n]^T;;;
520;[z_1, \beta_2, \ldots, \delta_n]^T;;;
521;[y_1, x_2, \ldots, z_n]^T;;;
522;[\epsilon_1, x_2, \ldots, x_n]^T;;;
523;[\eta_1, \beta_2, \ldots, c_n]^T;;;
524;[\zeta_1, x_2, \ldots, \delta_n]^T;;;
525;[\zeta_1, z_2, \ldots, \gamma_n]^T;;;
526;[y_1, \zeta_2, \ldots, \alpha_n]^T;;;
527;[a_1, \beta_2, \ldots, \eta_n]^T;;;
528;[c_1, c_2, \ldots, \alpha_n]^T;;;
529;[\alpha_1, a_2, \ldots, \beta_n]^T;;;
530;[\alpha_1, \zeta_2, \ldots, \zeta_n]^T;;;
531;[x_1, a_2, \ldots, \eta_n]^T;;;
532;[\epsilon_1, y_2, \ldots, z_n]^T;;;
533;[x_1, \delta_2, \ldots, \epsilon_n]^T;;;
534;[\beta_1, \beta_2, \ldots, b_n]^T;;;
535;[b_1, y_2, \ldots, \eta_n]^T;;;
536;[c_1, y_2, \ldots, x_n]^T;;;
537;[x_1, b_2, \ldots, \beta_n]^T;;;
538;[\delta_1, \alpha_2, \ldots, \alpha_n]^T;;;
539;\gcd(4177, 456) = 854;;;
540;\gcd(600, 1662) = 991;;;
541;\gcd(166, 617) = 559;;;
542;\gcd(499, 635) = 489;;;
543;\gcd(101, 542) = 800;;;
544;\gcd(914, 223) = 593;;;
545;\gcd(519, 767) = 722;;;
546;\gcd(562, 354) = 476;;;
547;\gcd(350, 409) = 136;;;
548;\gcd(6424, 761) = 5477;;;
549;\gcd(867, 101) = 584;;;
550;\gcd(499, 5250) = 525;;;
551;\gcd(391, 8535) = 493;;;
552;\gcd(634, 611) = 2353;;;
553;\gcd(829, 956) = 703;;;
554;\gcd(6, 687) = 250;;;
555;\gcd(614, 940) = 88;;;
556;\gcd(500, 168) = 170;;;
557;\gcd(416, 5529) = 552;;;
558;\gcd(39, 358) = 907;;;
559;\text{{LCM}}(861, 6959) = 959;;;
560;\text{{LCM}}(956, 45) = 657;;;
561;\text{{LCM}}(17, 777) = 844;;;
562;\text{{LCM}}(910, 5735) = 735;;;
563;\text{{LCM}}(161, 974) = 245;;;
564;\text{{LCM}}(39, 919) = 2464;;;
565;\text{{LCM}}(793, 832) = 216;;;
566;\text{{LCM}}(57, 904) = 312;;;
567;\text{{LCM}}(582, 967) = 678;;;
568;\text{{LCM}}(131, 583) = 743;;;
569;\text{{LCM}}(743, 348) = 671;;;
570;\text{{LCM}}(385, 758) = 977;;;
571;\text{{LCM}}(380, 290) = 332;;;
572;\text{{LCM}}(75, 316) = 796;;;
573;\text{{LCM}}(671, 710) = 565;;;
574;\text{{LCM}}(6189, 605) = 8498;;;
575;\text{{LCM}}(3851, 61) = 385;;;
576;\text{{LCM}}(604, 855) = 986;;;
577;\text{{LCM}}(103, 309) = 832;;;
578;\text{{LCM}}(519, 930) = 408;;;
579;\mathbb{C};;;
580;\ker(D);;;
581;\text{{Im}}(A);;;
582; \epsilon = y + i \alpha;;;
583; x = a + i x;;;
584; \delta = \delta + i \eta;;;
585; z = c + i y;;;
586; z = \delta + i z;;;
587; \delta = \gamma + i \gamma;;;
588; \alpha = \alpha + i b;;;
589; \epsilon = x + i a;;;
590; y = \beta + i \gamma;;;
591; z = x + i z;;;
592; \alpha = \eta + i z;;;
593; \epsilon = \beta + i \alpha;;;
594; \delta = b + i \epsilon;;;
595; \delta = y + i y;;;
596; \delta = \zeta + i \eta;;;
597; y = a + i a;;;
598; \delta = y + i \delta;;;
599; a = z + i \eta;;;
600; \epsilon = \alpha + i c;;;
601; x = z + i \gamma;;;
602;\psi(b) = O(\psi(\alpha));;;
603;\phi(\epsilon) = O(\phi(\epsilon));;;
604;\phi(\epsilon) = O(h(\epsilon));;;
605;h(\zeta) = O(\psi(x));;;
606;g(\eta) = O(\phi(\eta));;;
607;\psi(a) = O(\psi(\eta));;;
608;f(c) = O(\psi(\beta));;;
609;f(z) = O(g(a));;;
610;g(\eta) = O(g(\eta));;;
611;h(c) = O(\phi(\zeta));;;
612;\phi(\delta) = O(h(\alpha));;;
613;g(\alpha) = O(\psi(\alpha));;;
614;\phi(\epsilon) = O(h(c));;;
615;f(\delta) = O(g(b));;;
616;h(\alpha) = O(g(c));;;
617;\psi(z) = O(\psi(z));;;
618;g(\delta) = O(\psi(y));;;
619;g(z) = O(g(\alpha));;;
620;\phi(\zeta) = O(\psi(\beta));;;
621;g(\alpha) = O(\psi(\zeta));;;
622;\phi(\alpha) = o(g(x));;;
623;f(b) = o(f(c));;;
624;h(\eta) = o(h(c));;;
625;f(b) = o(\psi(c));;;
626;h(a) = o(g(z));;;
627;g(x) = o(g(a));;;
628;\phi(c) = o(g(c));;;
629;h(\eta) = o(h(\eta));;;
630;\phi(z) = o(g(z));;;
631;f(x) = o(f(b));;;
632;g(x) = o(\phi(x));;;
633;g(\epsilon) = o(g(\zeta));;;
634;g(x) = o(f(x));;;
635;f(x) = o(g(b));;;
636;f(c) = o(f(\delta));;;
637;f(\alpha) = o(g(z));;;
638;h(y) = o(\psi(x));;;
639;g(\eta) = o(g(y));;;
640;g(\zeta) = o(f(a));;;
641;\phi(\delta) = o(\omega(\alpha));;;
642;\psi(b) = \Theta(\psi(b));;;
643;h(z) = \Theta(h(\eta));;;
644;\phi(\delta) = \Theta(f(c));;;
645;\omega(y) = \Theta(\omega(\epsilon));;;
646;g(\epsilon) = \Theta(\psi(a));;;
647;g(b) = \Theta(g(\beta));;;
648;h(z) = \Theta(h(\beta));;;
649;f(z) = \Theta(g(c));;;
650;h(x) = \Theta(g(\eta));;;
651;h(\gamma) = \Theta(f(\epsilon));;;
652;g(x) = \Theta(f(x));;;
653;\phi(\eta) = \Theta(\phi(\epsilon));;;
654;g(c) = \Theta(\psi(\eta));;;
655;h(\delta) = \Theta(h(\beta));;;
656;g(\delta) = \Theta(\psi(\delta));;;
657;h(\eta) = \Theta(\phi(x));;;
658;h(y) = \Theta(h(\epsilon));;;
659;g(a) = \Theta(\omega(\delta));;;
660;g(\delta) = \Theta(\phi(\delta));;;
661;f(y) = \Theta(\phi(z));;;
662;g(a, \eta) = 857 b^2 + 930\delta\epsilon + 6149\zeta^2;;;
663;\psi(\eta, \epsilon) = 176 \epsilon^2 + 95\delta\epsilon + 304\zeta^2;;;
664;\omega(c, x) = 652 \delta^2 + 731\delta\epsilon + 54\zeta^2;;;
665;\psi(y, y) = 717 a^2 + 662\delta\epsilon + 297\zeta^2;;;
666;f(\zeta, y) = 720 \zeta^2 + 740\delta\epsilon + 781\zeta^2;;;
667;f(\alpha, b) = 670 \delta^2 + 294\delta\epsilon + 793\zeta^2;;;
668;g(\eta, \beta) = 489 b^2 + 184\delta\epsilon + 302\zeta^2;;;
669;h(x, \eta) = 700 \zeta^2 + 801\delta\epsilon + 353\zeta^2;;;
670;h(\zeta, \delta) = 502 y^2 + 164\delta\epsilon + 196\zeta^2;;;
671;\phi(a, \beta) = 576 \delta^2 + 309\delta\epsilon + 302\zeta^2;;;
672;\psi(z, y) = 469 z^2 + 395\delta\epsilon + 509\zeta^2;;;
673;h(a, \eta) = 152 b^2 + 539\delta\epsilon + 648\zeta^2;;;
674;\phi(\alpha, \eta) = 936 b^2 + 316\delta\epsilon + 946\zeta^2;;;
675;h(x, \epsilon) = 306 \epsilon^2 + 634\delta\epsilon + 136\zeta^2;;;
676;h(\alpha, \gamma) = 413 \gamma^2 + 96\delta\epsilon + 912\zeta^2;;;
677;f(z, \zeta) = 503 \gamma^2 + 354\delta\epsilon + 249\zeta^2;;;
678;\omega(b, \eta) = 233 b^2 + 892\delta\epsilon + 510\zeta^2;;;
679;g(\epsilon, \eta) = 467 \beta^2 + 886\delta\epsilon + 30\zeta^2;;;
680;h(y, \eta) = 751 z^2 + 200\delta\epsilon + 395\zeta^2;;;
681;f(c, x) = 588 \alpha^2 + 722\delta\epsilon + 975\zeta^2;;;
682; \zeta \mapsto y;;;
683; \eta \mapsto \delta;;;
684; y \mapsto x;;;
685; x \mapsto y;;;
686; c \mapsto c;;;
687; x \mapsto \delta;;;
688; b \mapsto \eta;;;
689; z \mapsto c;;;
690; \delta \mapsto \delta;;;
691; \zeta \mapsto \delta;;;
692; b \mapsto \zeta;;;
693; c \mapsto \delta;;;
694; y \mapsto x;;;
695; b \mapsto \zeta;;;
696; \eta \mapsto c;;;
697; b \mapsto \epsilon;;;
698; z \mapsto c;;;
699; \epsilon \mapsto a;;;
700; \zeta \mapsto x;;;
701; a \mapsto x;;;
702;\langle y, y \rangle = \epsilon \cdot \delta;;;
703;\langle \alpha, \alpha \rangle = \gamma \cdot \delta;;;
704;\langle a, a \rangle = a \cdot \delta;;;
705;\langle c, \delta \rangle = \eta \cdot \delta;;;
706;\langle \eta, \delta \rangle = \gamma \cdot \delta;;;
707;\langle y, \zeta \rangle = y \cdot \delta;;;
708;\langle x, x \rangle = x \cdot \delta;;;
709;\langle \delta, x \rangle = \zeta \cdot \delta;;;
710;\langle y, \alpha \rangle = y \cdot \delta;;;
711;\langle \alpha, \eta \rangle = \eta \cdot \delta;;;
712;\langle \eta, z \rangle = \zeta \cdot \delta;;;
713;\langle c, z \rangle = c \cdot \delta;;;
714;\langle a, \eta \rangle = \alpha \cdot \delta;;;
715;\langle a, a \rangle = \beta \cdot \delta;;;
716;\langle b, \zeta \rangle = c \cdot \delta;;;
717;\langle b, a \rangle = x \cdot \delta;;;
718;\langle z, \zeta \rangle = y \cdot \delta;;;
719;\langle z, \alpha \rangle = \alpha \cdot \delta;;;
720;\langle c, c \rangle = \delta \cdot \delta;;;
721;\langle \eta, y \rangle = a \cdot \delta;;;
722;H_0 : \delta = 335;;;
723;H_0 : \alpha = 159;;;
724;H_0 : b = 809;;;
725;H_0 : c = 7922;;;
726;H_0 : z = 402;;;
727;H_0 : \epsilon = 557;;;
728;H_0 : \epsilon = 571;;;
729;H_0 : z = 335;;;
730;H_0 : z = 664;;;
731;H_0 : a = 847;;;
732;H_0 : \delta = 734;;;
733;H_0 : a = 563;;;
734;H_0 : \zeta = 500;;;
735;H_0 : y = 90;;;
736;H_0 : \alpha = 745;;;
737;H_0 : \epsilon = 858;;;
738;H_0 : a = 997;;;
739;H_0 : \eta = 203;;;
740;H_0 : x = 760;;;
741;H_0 : \delta = 189;;;
742;H_a : y \neq 443;;;
743;H_a : \epsilon \neq 67;;;
744;H_a : \alpha \neq 763;;;
745;H_a : \alpha \neq 313;;;
746;H_a : y \neq 4198;;;
747;H_a : a \neq 518;;;
748;H_a : \alpha \neq 296;;;
749;H_a : x \neq 802;;;
750;H_a : x \neq 180;;;
751;H_a : z \neq 8346;;;
752;H_a : b \neq 784;;;
753;H_a : \alpha \neq 485;;;
754;H_a : y \neq 143;;;
755;H_a : y \neq 78;;;
756;H_a : x \neq 785;;;
757;H_a : c \neq 6180;;;
758;H_a : y \neq 338;;;
759;H_a : \alpha \neq 365;;;
760;H_a : a \neq 191;;;
761;H_a : \alpha \neq 998;;;
762;t = \frac{{\bar c} - 237}{\sigma/\sqrt{n}};;;
763;t = \frac{{\bar z} - 960}{\sigma/\sqrt{n}};;;
764;t = \frac{{\bar x} - 409}{\sigma/\sqrt{n}};;;
765;t = \frac{{\bar x} - 408}{\sigma/\sqrt{n}};;;
766;t = \frac{{\bar a} - 715}{\sigma/\sqrt{n}};;;
767;t = \frac{{\bar x} - 453}{\sigma/\sqrt{n}};;;
768;t = \frac{{\bar \delta} - 680}{\sigma/\sqrt{n}};;;
769;t = \frac{{\bar \eta} - 441}{\sigma/\sqrt{n}};;;
770;t = \frac{{\bar \delta} - 610}{\sigma/\sqrt{n}};;;
771;t = \frac{{\bar c} - 136}{\sigma/\sqrt{n}};;;
772;t = \frac{{\bar \epsilon} - 862}{\sigma/\sqrt{n}};;;
773;t = \frac{{\bar \alpha} - 699}{\sigma/\sqrt{n}};;;
774;t = \frac{{\bar c} - 684}{\sigma/\sqrt{n}};;;
775;t = \frac{{\bar \alpha} - 798}{\sigma/\sqrt{n}};;;
776;t = \frac{{\bar b} - 4838}{\sigma/\sqrt{n}};;;
777;t = \frac{{\bar \delta} - 539}{\sigma/\sqrt{n}};;;
778;t = \frac{{\bar \gamma} - 310}{\sigma/\sqrt{n}};;;
779;t = \frac{{\bar c} - 753}{\sigma/\sqrt{n}};;;
780;t = \frac{{\bar z} - 920}{\sigma/\sqrt{n}};;;
781;t = \frac{{\bar \beta} - 100}{\sigma/\sqrt{n}};;;
782;\chi^2 = \sum \frac{({observed}-{expected})^2}{{expected}};;;
783;F(b, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta;;;
784;F(\delta, c) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta;;;
785;F(z, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta;;;
786;F(y, \eta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta;;;
787;F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta;;;
788;F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(c,\delta) d\epsilon d\zeta;;;
789;F(\epsilon, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta;;;
790;F(b, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta;;;
791;F(\delta, \delta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta;;;
792;F(c, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta;;;
793;F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\gamma,\delta) d\epsilon d\zeta;;;
794;F(b, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta;;;
795;F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta;;;
796;F(a, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta;;;
797;F(\alpha, a) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta;;;
798;F(c, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta;;;
799;F(z, \epsilon) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta;;;
800;F(\alpha, y) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta;;;
801;F(\epsilon, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta;;;
802;F(\alpha, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta;;;
803;[153,304,9507] \times [507,172,852];;;
804;[595,663,146] \times [655,604,9];;;
805;[449,94,943] \times [133,880,64];;;
806;[365,74,404] \times [668,107,519];;;
807;[479,844,103] \times [899,59,180];;;
808;[372,170,120] \times [739,569,209];;;
809;[739,522,300] \times [389,661,304];;;
810;[450,368,576] \times [965,609,200];;;
811;[577,880,576] \times [787,969,162];;;
812;[546,403,652] \times [14,742,125];;;
813;[911,447,661] \times [40,498,775];;;
814;[137,875,7691] \times [691,310,775];;;
815;[367,514,448] \times [269,491,258];;;
816;[895,8868,49] \times [393,886,718];;;
817;[8772,978,360] \times [706,877,578];;;
818;[106,800,213] \times [450,206,869];;;
819;[890,879,829] \times [3381,338,180];;;
820;[336,739,485] \times [160,546,86];;;
821;[52,837,748] \times [845,748,168];;;
822;[617,395,564] \times [69,6,64];;;
